,Area,Room,Parking,Warehouse,Elevator,Address,Price
1106,270.0,5,1,1,0,187,13500000000.0
1107,130.0,2,1,1,1,156,4180000000.0
1110,160.0,3,1,1,1,11,8320000000.0
1111,110.0,2,1,1,1,156,3410000000.0
1112,75.0,2,1,1,1,156,1980000000.0
1113,75.0,2,1,1,1,156,2400000000.0
1114,85.0,2,1,1,1,109,4500000000.0
1115,225.0,3,1,1,1,68,15750000000.0
1116,130.0,3,1,1,1,135,8500000000.0
1117,73.0,2,1,1,1,126,1679000000.0
1118,95.0,2,1,1,1,135,5500000000.0
1119,250.0,4,1,1,0,150,35000000000.0
1120,65.0,2,1,1,1,141,1750000000.0
1121,64.0,2,1,1,1,19,2090000000.0
1122,94.0,2,1,1,1,180,4130000000.0
1123,110.0,2,1,1,1,117,375000000.0
1124,105.0,2,1,1,1,117,550000000.0
1125,145.0,3,1,1,1,68,9000000000.0
1126,105.0,2,1,1,1,117,875000000.0
1127,120.0,2,1,1,1,50,12000000000.0
1128,100.0,2,1,1,1,64,3100000000.0
1129,115.0,2,1,1,1,181,3800000000.0
1130,100.0,2,0,1,1,146,3300000000.0
1131,63.0,1,1,1,1,111,1280000000.0
1132,55.0,1,0,0,0,183,1900000000.0
1133,220.0,3,1,1,1,68,15400000000.0
1134,123.0,3,1,1,1,104,3300000000.0
1135,81.0,2,1,1,1,126,1420000000.0
1136,130.0,3,1,1,1,74,2800000000.0
1137,108.0,2,1,1,1,118,7700000000.0
1138,135.0,3,1,1,1,125,2950000000.0
1139,82.0,2,1,1,1,183,3500000000.0
1140,120.0,2,1,1,1,164,4250000000.0
1141,303.0,3,1,1,1,7,30000000000.0
1142,200.0,3,1,1,1,112,18000000000.0
1143,50.0,1,1,1,1,156,1850000000.0
1144,80.0,2,1,1,1,156,3550000000.0
1145,100.0,2,1,1,1,117,1100000000.0
1146,85.0,2,1,1,1,156,2380000000.0
1147,44.0,1,1,1,0,156,1390000000.0
1148,115.0,2,1,1,1,166,8200000000.0
1149,75.0,2,1,1,1,106,2930000000.0
1150,65.0,1,1,1,1,156,2220000000.0
1151,86.0,2,1,1,1,26,3480000000.0
1152,106.0,2,1,1,1,187,5700000000.0
1153,203.0,3,1,1,1,189,36000000000.0
1154,92.0,2,1,1,1,146,2700000000.0
1155,62.0,1,1,1,1,164,2170000000.0
1156,92.0,2,1,1,1,118,6700000000.0
1157,180.0,3,1,1,1,118,9900000000.0
1158,85.0,2,1,1,1,26,3150000000.0
1159,60.0,1,1,1,1,135,3300000000.0
1160,100.0,2,1,1,1,40,3400000000.0
1161,100.0,2,1,1,1,108,5100000000.0
1162,121.0,2,1,1,1,56,7500000000.0
1163,63.0,1,1,1,1,50,5600000000.0
1164,98.0,2,1,1,1,183,4400000000.0
1165,67.0,2,1,1,1,118,3500000000.0
1166,87.0,2,1,1,1,183,2830000000.0
1167,115.0,3,1,1,1,118,5300000000.0
1168,49.0,1,0,0,1,122,2300000000.0
1169,40.0,0,0,1,0,111,650000000.0
1170,130.0,3,1,1,1,187,8000000000.0
1171,144.0,3,1,1,0,118,8000000000.0
1172,66.0,2,1,1,1,111,1585000000.0
1173,53.0,1,1,1,1,163,2430000000.0
1174,88.0,2,1,1,1,26,3400000000.0
1175,105.0,2,1,1,1,163,3900000000.0
1176,90.0,2,1,1,1,123,6560000000.0
1177,125.0,2,1,1,1,37,11250000000.0
1178,75.0,2,1,1,1,167,2150000000.0
1179,170.0,3,1,1,1,105,17000000000.0
1180,204.0,3,1,1,1,44,32640000000.0
1181,95.0,2,1,1,1,52,3600000000.0
1182,54.0,1,1,1,0,13,500000000.0
1183,98.0,2,1,1,1,146,3220000000.0
1184,90.0,2,1,1,1,52,3600000000.0
1185,97.0,2,1,1,1,52,3800000000.0
1186,71.0,2,1,1,1,40,2530000000.0
1187,150.0,3,1,1,1,150,12000000000.0
1188,116.0,3,1,1,1,118,8100000000.0
1189,120.0,2,1,1,1,135,8600000000.0
1190,79.0,2,1,1,1,183,2400000000.0
1191,79.0,2,1,1,1,183,3100000000.0
1192,135.0,2,1,1,1,39,10000000000.0
1193,110.0,2,1,1,1,183,3950000000.0
1194,75.0,2,1,1,0,146,1890000000.0
1195,110.0,3,1,1,1,146,4700000000.0
1196,87.0,2,1,1,1,183,3800000000.0
1197,75.0,2,1,1,1,122,3750000000.0
1198,108.0,2,1,1,1,183,3950000000.0
1199,110.0,2,1,1,1,26,5700000000.0
1200,100.0,2,1,1,1,146,5100000000.0
1201,63.0,1,1,1,1,111,1280000000.0
1202,140.0,3,1,1,1,150,9200000000.0
1203,72.0,2,1,1,0,163,2113000000.0
1204,73.0,2,1,1,0,163,2108000000.0
1205,145.0,3,1,1,1,37,12325000000.0
1206,75.0,2,1,1,0,108,2385000000.0
1207,92.0,2,1,1,1,187,6300000000.0
1208,80.0,2,1,1,1,160,2220000000.0
1209,127.0,2,1,1,1,43,8890000000.0
1210,66.0,2,1,1,1,111,1585000000.0
1211,74.0,2,1,1,1,187,3920000000.0
1212,105.0,3,1,1,1,115,1260000000.0
1213,112.0,3,1,1,0,115,1400000000.0
1214,120.0,2,1,1,1,150,7500000000.0
1215,123.0,3,1,1,1,117,500000000.0
1216,140.0,3,1,1,1,150,10000000000.0
1217,63.0,1,1,1,1,122,3500000000.0
1218,56.0,1,1,1,1,122,1950000000.0
1219,105.0,2,1,1,1,52,4350000000.0
1220,97.0,2,1,1,1,187,5000000000.0
1221,140.0,3,1,1,1,75,9200000000.0
1222,60.0,2,1,1,0,26,1650000000.0
1223,100.0,2,1,1,1,117,500000000.0
1224,54.0,1,0,1,1,122,2000000000.0
1225,90.0,2,1,1,1,43,6000000000.0
1226,92.0,2,1,1,1,52,3950000000.0
1227,65.0,2,0,1,0,52,1900000000.0
1228,76.0,2,1,1,1,13,896000000.0
1229,72.0,2,1,1,1,163,2600000000.0
1230,135.0,3,1,1,1,50,11500000000.0
1231,54.0,1,0,1,1,122,2000000000.0
1232,87.0,2,1,1,1,117,500000000.0
1233,255.0,3,1,1,1,50,26000000000.0
1234,100.0,2,1,1,0,187,4300000000.0
1235,194.0,2,1,1,1,105,19845000000.0
1236,600.0,2,1,1,1,123,9150000000.0
1237,160.0,3,1,1,1,135,13500000000.0
1238,98.0,2,1,1,1,57,6958000000.0
1239,133.0,3,0,0,0,13,1600000000.0
1240,108.0,2,1,1,1,183,5616000000.0
1241,76.0,2,1,1,1,146,2800000000.0
1242,73.0,2,1,1,1,131,1230000000.0
1243,76.0,2,1,1,1,164,3150000000.0
1244,80.0,2,1,1,1,164,3680000000.0
1245,92.0,2,1,1,1,57,6600000000.0
1246,130.0,2,1,1,1,123,8500000000.0
1247,71.0,2,1,1,1,20,1640000000.0
1248,56.0,1,1,1,1,156,1900000000.0
1249,105.0,2,1,1,1,117,890000000.0
1250,110.0,2,1,1,1,183,3750000000.0
1251,93.0,2,1,1,1,26,4370000000.0
1252,179.0,3,1,1,1,118,9645000000.0
1253,100.0,2,1,1,1,60,6200000000.0
1254,110.0,3,1,1,1,135,5200000000.0
1255,98.0,2,1,1,1,108,4850000000.0
1256,101.0,2,1,1,1,135,5550000000.0
1257,105.0,2,1,1,1,117,800000000.0
1258,157.0,3,1,1,1,68,9850000000.0
1259,180.0,3,1,1,1,118,9900000000.0
1260,90.0,2,1,1,1,126,1620000000.0
1261,97.0,2,1,1,1,117,760000000.0
1262,120.0,3,1,1,1,119,1272000000.0
1263,303.0,4,1,1,1,179,48000000000.0
1264,60.0,1,1,1,1,187,3250000000.0
1265,245.0,5,1,1,1,37,14500000000.0
1266,100.0,2,1,1,1,117,790000000.0
1267,185.0,3,1,1,1,118,10750000000.0
1268,62.0,2,1,1,1,26,3500000000.0
1269,79.0,2,1,1,1,26,2999000000.0
1270,400.0,5,1,1,0,97,56000000000.0
1271,200.0,3,1,1,1,162,5000000000.0
1272,105.0,2,1,1,1,117,860000000.0
1273,128.0,3,1,1,1,148,5700000000.0
1274,115.0,3,1,1,1,122,6670000000.0
1275,377.0,4,1,1,1,44,31668000000.0
1276,77.0,2,1,1,0,26,2400000000.0
1277,190.0,3,1,1,1,122,11400000000.0
1278,65.0,1,1,1,1,156,1880000000.0
1279,97.0,2,1,1,1,122,4700000000.0
1280,130.0,3,1,1,1,187,7800000000.0
1281,133.0,3,1,1,1,39,8600000000.0
1282,143.0,3,1,1,1,108,4400000000.0
1283,76.0,2,1,1,1,26,4150000000.0
1284,155.0,3,1,1,1,183,5000000000.0
1285,97.0,2,1,1,1,117,760000000.0
1286,96.0,2,1,1,1,42,4200000000.0
1287,190.0,3,1,1,1,57,14000000000.0
1288,147.0,3,1,1,1,68,9100000000.0
1289,85.0,2,1,1,1,40,2800000000.0
1290,76.0,2,1,1,1,42,3600000000.0
1291,103.0,2,1,1,1,105,7000000000.0
1292,194.0,3,1,1,1,105,19858000000.0
1293,95.0,2,1,1,1,135,6200000000.0
1294,79.0,2,0,1,0,108,3200000000.0
1295,83.0,2,1,1,1,115,705500000.0
1296,70.0,2,1,1,1,164,2500000000.0
1297,87.0,2,1,1,1,105,4600000000.0
1298,87.0,2,0,1,1,117,500000000.0
1299,84.0,3,1,1,1,13,1554000000.0
1300,91.0,2,1,1,1,167,3100000000.0
1301,145.0,2,1,1,1,57,12000000000.0
1302,68.0,2,1,1,1,106,2450000000.0
1303,127.0,3,1,1,1,56,5588000000.0
1304,68.0,1,1,1,1,42,3100000000.0
1305,105.0,2,1,1,1,117,539000000.0
1306,89.0,2,1,1,1,156,3190000000.0
1307,82.0,2,1,1,1,111,2600000000.0
1308,65.0,1,1,1,0,122,2250000000.0
1309,80.0,2,1,1,1,60,4900000000.0
1310,145.0,3,1,1,1,105,14500000000.0
1311,235.0,3,1,1,1,105,20000000000.0
1312,192.0,3,1,1,1,77,33490000000.0
1313,160.0,3,1,1,1,77,13120000000.0
1314,160.0,3,1,1,1,105,18400000000.0
1315,106.0,2,1,1,1,117,800000000.0
1316,75.0,2,0,1,1,152,620000000.0
1317,100.0,2,1,1,1,152,800000000.0
1318,58.0,1,1,1,1,42,2850000000.0
1319,97.0,2,1,1,1,117,770000000.0
1320,44.0,1,0,1,0,120,790000000.0
1321,108.0,2,1,1,1,57,9000000000.0
1322,87.0,2,1,1,1,11,550000000.0
1323,231.0,3,1,1,1,189,43197000000.0
1324,120.0,3,1,1,1,119,1750000000.0
1325,103.0,2,1,1,1,135,5700000000.0
1326,78.0,2,0,0,0,115,455000000.0
1327,85.0,2,1,1,1,57,7200000000.0
1328,195.0,3,1,1,1,179,19500000000.0
1329,142.0,3,1,1,1,11,5500000000.0
1330,90.0,2,1,1,1,119,1315000000.0
1331,85.0,2,1,1,1,57,7300000000.0
1332,350.0,4,1,1,1,105,80500000000.0
1333,210.0,4,1,1,1,105,21000000000.0
1334,87.0,2,1,1,1,117,890000000.0
1335,85.0,2,1,1,1,163,4400000000.0
1336,92.0,2,1,1,1,163,3990000000.0
1337,90.0,2,1,1,1,146,4150000000.0
1338,87.0,2,1,1,1,146,3050000000.0
1339,108.0,2,1,1,1,183,3450000000.0
1340,85.0,2,1,1,0,163,3400000000.0
1341,68.0,2,1,1,1,163,2200000000.0
1342,138.0,2,1,1,1,189,17250000000.0
1343,78.0,2,1,1,1,115,210000000.0
1344,94.0,2,1,1,1,126,1712000000.0
1345,168.0,3,1,1,1,14,16000000000.0
1346,100.0,2,1,1,1,105,6200000000.0
1347,100.0,2,1,1,1,7,6300000000.0
1348,44.0,1,0,1,0,116,1030000000.0
1349,300.0,3,0,0,0,87,27000000000.0
1350,280.0,4,1,1,1,179,30800000000.0
1351,65.0,2,1,1,1,183,2760000000.0
1352,180.0,3,1,1,1,7,13500000000.0
1353,176.0,2,1,1,0,71,2800000000.0
1354,83.0,2,1,1,1,26,3859000000.0
1355,300.0,4,1,1,1,50,37000000000.0
1356,68.0,2,0,1,0,120,1380000000.0
1357,220.0,3,1,1,1,14,35000000000.0
1358,140.0,3,1,1,1,13,1484000000.0
1359,290.0,4,1,1,1,50,36000000000.0
1360,75.0,2,0,1,1,76,862500000.0
1361,133.0,3,1,1,1,40,8000000000.0
1362,87.0,2,1,1,1,0,5655000000.0
1363,60.0,2,0,1,1,120,1500000000.0
1364,110.0,2,1,1,1,117,535000000.0
1365,149.0,3,1,1,1,183,8642000000.0
1366,238.0,3,1,1,1,179,42840000000.0
1367,90.0,2,1,1,1,122,3500000000.0
1368,100.0,2,1,1,1,126,1850000000.0
1369,94.0,2,1,1,1,26,4512000000.0
1370,80.0,2,1,1,1,116,3360000000.0
1371,55.0,2,0,0,0,116,1280000000.0
1372,114.0,3,1,1,1,135,6800000000.0
1373,75.0,2,1,1,0,146,1890000000.0
1374,146.0,3,1,1,1,68,7600000000.0
1375,70.0,2,1,1,0,122,2280000000.0
1376,86.0,2,1,1,1,11,4730000000.0
1377,69.0,1,0,1,1,119,2100000000.0
1378,60.0,1,1,1,1,183,3300000000.0
1379,101.0,2,1,1,1,119,3500000000.0
1380,97.0,2,1,1,1,65,2300000000.0
1381,105.0,2,1,1,1,64,3570000000.0
1382,110.0,2,1,1,0,135,12500000000.0
1383,75.0,2,1,1,1,122,2700000000.0
1384,110.0,2,1,1,1,122,6490000000.0
1385,149.0,3,1,1,0,97,9238000000.0
1386,105.0,2,1,1,1,127,5000000000.0
1387,110.0,2,1,1,1,119,3500000000.0
1388,69.0,2,1,1,1,120,1800000000.0
1389,190.0,3,1,1,1,86,13000000000.0
1390,160.0,2,1,1,1,187,8600000000.0
1391,67.0,2,0,1,1,120,2000000000.0
1392,121.0,2,1,1,1,100,5500000000.0
1393,105.0,2,1,1,1,61,7350000000.0
1394,83.0,2,1,1,0,183,2400000000.0
1395,62.0,1,0,1,1,120,1380000000.0
1396,55.0,1,1,1,1,120,1750000000.0
1397,88.0,2,1,1,1,120,2450000000.0
1398,86.0,2,1,0,1,6,3000000000.0
1399,62.0,1,1,1,1,100,2250000000.0
1400,65.0,1,1,1,0,15,3100000000.0
1401,135.0,2,1,1,1,105,14850000000.0
1402,226.0,4,1,1,1,90,17000000000.0
1403,70.0,2,1,1,1,172,2030000000.0
1404,85.0,1,1,1,1,77,7100000000.0
1405,170.0,3,1,1,1,122,9350000000.0
1406,170.0,3,1,1,1,105,14000000000.0
1407,574.0,5,1,1,0,106,60000000000.0
1408,360.0,4,1,1,1,105,38000000000.0
1409,120.0,2,1,1,1,135,7300000000.0
1410,120.0,3,1,1,1,122,6660000000.0
1411,97.0,2,1,0,1,172,2330000000.0
1412,150.0,3,1,1,1,118,11456000000.0
1413,140.0,2,1,1,1,118,10500000000.0
1414,85.0,2,1,1,1,122,3300000000.0
1415,240.0,3,1,1,1,179,46000000000.0
1416,120.0,3,1,1,1,117,670000000.0
1417,100.0,2,1,1,1,146,4700000000.0
1418,105.0,3,1,1,0,13,3400000000.0
1419,75.0,2,1,1,1,122,2980000000.0
1420,51.0,1,1,1,1,172,1380000000.0
1421,89.0,2,1,1,1,146,4100000000.0
1422,130.0,3,1,1,1,135,10500000000.0
1423,140.0,2,1,1,1,118,10000000000.0
1424,100.0,2,1,1,1,122,5650000000.0
1425,290.0,3,1,1,1,50,37000000000.0
1426,290.0,4,1,1,1,50,34000000000.0
1427,200.0,3,1,1,1,50,35000000000.0
1428,200.0,3,1,1,1,14,34800000000.0
1429,450.0,3,1,0,0,31,3850000000.0
1430,37.0,1,0,1,0,13,355000000.0
1431,140.0,3,1,1,1,57,8900000000.0
1432,150.0,3,1,1,1,138,5400000000.0
1433,465.0,2,1,0,0,31,3300000000.0
1434,160.0,3,1,1,1,57,9800000000.0
1435,403.0,5,1,0,0,13,13000000000.0
1436,165.0,2,1,1,1,113,1200000000.0
1437,405.0,5,1,1,0,13,11000000000.0
1438,400.0,5,1,1,0,13,11000000000.0
1439,87.0,2,1,1,1,117,550000000.0
1440,88.0,2,1,1,1,183,3100000000.0
1441,145.0,3,1,1,1,68,9000000000.0
1442,86.0,2,1,1,1,6,2924000000.0
1443,350.0,3,1,1,0,118,1000000000.0
1444,200.0,3,1,1,1,86,12000000000.0
1445,115.0,3,1,1,1,179,12650000000.0
1446,90.0,2,1,1,1,57,7000000000.0
1447,107.0,3,1,1,1,57,6420000000.0
1448,84.0,2,1,1,1,120,2688000000.0
1449,112.0,2,1,1,1,117,480000000.0
1450,114.0,2,1,1,1,119,3690000000.0
1451,120.0,3,1,1,1,117,650000000.0
1452,113.0,2,1,1,1,119,3800000000.0
1453,84.0,2,1,1,1,184,3100000000.0
1454,45.0,1,0,1,0,156,1580000000.0
1455,53.0,1,1,1,0,40,1920000000.0
1456,155.0,2,1,1,1,117,1900000000.0
1457,56.0,1,1,1,1,156,2450000000.0
1458,67.0,2,1,1,1,40,2380000000.0
1459,79.0,2,1,1,1,40,2600000000.0
1460,65.0,1,1,1,1,57,4225000000.0
1461,113.0,2,1,1,1,134,1550000000.0
1462,54.0,1,1,1,0,14,3500000000.0
1463,170.0,3,0,0,0,179,15700000000.0
1464,42.0,1,0,1,1,74,1050000000.0
1465,160.0,3,0,1,0,113,910000000.0
1466,56.0,1,1,1,1,122,2850000000.0
1467,75.0,2,1,1,1,134,1000000000.0
1468,80.0,2,1,1,0,134,750000000.0
1469,41.0,1,0,1,1,50,2530000000.0
1470,117.0,2,0,1,1,134,1580000000.0
1471,88.0,2,1,1,1,0,5600000000.0
1472,114.0,2,1,1,1,0,6700000000.0
1473,75.0,2,1,1,1,152,735000000.0
1474,160.0,3,1,1,1,13,3000000000.0
1475,87.0,2,1,1,1,0,5600000000.0
1476,104.0,2,1,1,1,0,3400000000.0
1477,90.0,2,0,1,0,152,665000000.0
1478,120.0,2,1,1,0,13,1800000000.0
1479,88.0,2,0,1,1,152,760000000.0
1480,76.0,2,1,1,1,0,3000000000.0
1481,85.0,2,1,1,1,163,3600000000.0
1482,71.0,2,0,1,0,108,2600000000.0
1483,200.0,3,1,1,1,68,14950000000.0
1484,104.0,2,1,0,1,6,4200000000.0
1485,165.0,3,1,1,1,14,20000000000.0
1486,82.0,2,1,1,1,0,3800000000.0
1487,115.0,2,1,1,1,57,8300000000.0
1488,350.0,5,1,1,1,57,35000000000.0
1489,106.0,2,1,1,1,0,4500000000.0
1490,40.0,1,0,1,1,79,880000000.0
1491,130.0,2,1,1,1,57,12000000000.0
1492,46.0,1,1,1,0,74,750000000.0
1493,121.0,2,1,1,1,36,4840000000.0
1494,80.0,2,1,1,1,74,1500000000.0
1495,154.0,3,1,1,1,111,4000000000.0
1496,60.0,1,0,1,0,74,1020000000.0
1497,68.0,2,1,1,1,183,2300000000.0
1498,89.0,2,1,0,1,13,1100000000.0
1499,70.0,2,1,1,1,74,1600000000.0
1500,45.0,1,1,1,1,125,1300000000.0
1501,113.0,2,1,1,1,11,5080000000.0
1502,85.0,2,1,1,1,39,4200000000.0
1503,42.0,1,1,0,1,174,975000000.0
1504,108.0,2,1,1,1,156,4300000000.0
1505,82.0,2,1,1,1,122,2900000000.0
1506,76.0,2,1,0,1,122,4250000000.0
1507,68.0,2,1,1,1,183,2200000000.0
1508,79.0,2,1,1,1,122,3250000000.0
1509,71.0,2,1,1,1,122,2700000000.0
1510,73.0,2,1,1,1,122,3550000000.0
1511,89.0,2,1,1,1,152,1610000000.0
1512,85.0,2,1,1,1,146,2750000000.0
1513,96.0,2,1,1,1,40,3950000000.0
1514,95.0,2,1,1,1,13,1200000000.0
1515,60.0,2,1,1,1,122,2050000000.0
1516,88.0,2,0,0,1,115,485000000.0
1517,145.0,3,1,1,1,118,1450000000.0
1518,75.0,2,0,1,0,92,250000000.0
1519,145.0,3,1,1,1,60,7850000000.0
1520,105.0,3,1,1,1,111,2910000000.0
1521,100.0,2,0,1,0,170,2000000000.0
1522,67.0,2,1,1,1,52,2120000000.0
1523,78.0,2,1,0,1,74,2250000000.0
1524,125.0,2,1,1,1,57,12500000000.0
1525,91.0,2,1,1,1,156,3350000000.0
1526,195.0,3,1,1,1,57,19000000000.0
1527,87.0,2,0,0,1,117,585000000.0
1528,99.0,2,1,1,1,122,4200000000.0
1529,113.0,2,1,1,1,122,5100000000.0
1530,100.0,2,1,1,1,122,4300000000.0
1531,200.0,3,1,1,1,189,24000000000.0
1532,106.0,2,1,1,1,117,560000000.0
1533,105.0,2,1,1,1,156,3750000000.0
1534,228.0,3,1,1,1,189,20292000000.0
1535,75.0,2,1,1,1,156,3650000000.0
1536,84.0,3,1,1,1,156,3050000000.0
1537,90.0,2,1,1,1,146,3150000000.0
1538,66.0,2,1,0,1,111,1580000000.0
1539,130.0,3,1,1,1,109,7800000000.0
1540,101.0,2,1,1,1,26,4700000000.0
1541,103.0,2,0,1,0,156,3220000000.0
1542,60.0,2,1,1,0,120,1450000000.0
1543,123.0,2,1,1,1,119,360000000.0
1544,70.0,2,1,1,1,122,2700000000.0
1545,177.0,3,1,1,1,179,21700000000.0
1546,230.0,3,1,1,1,50,22000000000.0
1547,105.0,2,1,1,1,117,540000000.0
1548,87.0,2,0,0,1,117,810000000.0
1549,104.0,2,1,1,1,117,590000000.0
1550,105.0,2,1,1,1,117,555000000.0
1551,310.0,3,1,1,1,44,45500000000.0
1552,108.0,2,1,1,1,158,4550000000.0
1553,105.0,2,1,1,1,117,540000000.0
1554,75.0,2,1,1,0,26,2750000000.0
1555,108.0,2,1,1,1,158,4130000000.0
1556,105.0,2,1,1,1,117,550000000.0
1557,116.0,2,1,1,1,183,5050000000.0
1558,43.0,1,1,1,1,158,1800000000.0
1559,64.0,2,0,1,0,74,920000000.0
1560,48.0,1,1,1,0,141,1048000000.0
1561,134.0,3,1,1,1,13,1100000000.0
1562,134.0,3,1,1,1,13,1100000000.0
1563,100.0,2,0,0,0,117,650000000.0
1564,230.0,3,1,1,1,50,20700000000.0
1565,238.0,3,1,1,1,179,46900000000.0
1566,48.0,1,1,1,0,141,995000000.0
1567,270.0,5,1,1,0,14,14500000000.0
1568,105.0,2,0,1,0,13,1100000000.0
1569,105.0,2,1,1,1,117,550000000.0
1570,86.0,2,1,1,1,117,780000000.0
1571,130.0,3,1,1,1,184,6760000000.0
1572,87.0,2,1,1,1,117,960000000.0
1573,80.0,2,0,1,0,152,1200000000.0
1574,112.0,2,1,1,1,187,5600000000.0
1575,120.0,2,1,1,0,117,1800000000.0
1576,125.0,2,1,1,1,117,2100000000.0
1578,100.0,2,1,1,1,120,2600000000.0
1579,123.0,3,1,1,1,40,5600000000.0
1580,100.0,2,1,1,1,120,4000000000.0
1581,88.0,2,1,1,1,108,2980000000.0
1582,87.0,2,1,1,1,117,720000000.0
1583,66.0,2,1,0,1,111,1580000000.0
1584,85.0,2,1,1,1,117,730000000.0
1585,84.0,2,0,1,0,142,2600000000.0
1586,110.0,2,1,1,1,187,5700000000.0
1587,170.0,3,1,1,1,105,22100000000.0
1588,220.0,3,1,1,1,105,19800000000.0
1589,101.0,2,1,1,1,187,5500000000.0
1590,100.0,2,1,1,1,57,6800000000.0
1591,193.0,3,1,1,1,86,13000000000.0
1592,45.0,1,0,1,0,13,395000000.0
1593,86.0,2,1,0,1,120,2050000000.0
1594,138.0,3,1,1,1,71,1690000000.0
1595,100.0,2,0,1,0,170,2000000000.0
1596,55.0,1,1,1,1,135,4000000000.0
1597,100.0,2,1,1,1,57,8200000000.0
1598,108.0,2,1,1,1,119,3024000000.0
1599,94.0,2,1,1,1,57,8350000000.0
1600,101.0,2,1,1,1,57,8800000000.0
1601,101.0,2,1,1,1,57,8500000000.0
1602,99.0,1,1,1,1,57,8400000000.0
1603,97.0,2,1,1,1,150,7500000000.0
1605,126.0,2,1,1,1,57,11500000000.0
1606,105.0,2,1,1,1,117,525000000.0
1607,101.0,2,1,1,1,167,3345000000.0
1608,100.0,2,1,1,1,57,8300000000.0
1609,90.0,2,1,1,1,152,990000000.0
1610,146.0,3,1,1,1,135,10800000000.0
1611,90.0,3,1,1,0,141,2550000000.0
1612,60.0,2,0,1,0,149,1680000000.0
1613,130.0,3,1,1,1,150,14300000000.0
1614,85.0,2,1,1,0,6,2700000000.0
1615,80.0,1,0,1,0,152,560000000.0
1616,132.0,3,1,1,1,118,9900000000.0
1617,115.0,2,1,1,1,167,4600000000.0
1618,70.0,2,0,1,0,120,1550000000.0
1619,145.0,3,1,1,1,120,3900000000.0
1620,88.0,2,1,1,1,122,2980000000.0
1621,54.0,1,0,1,0,24,830000000.0
1622,65.0,2,1,1,0,120,1650000000.0
1623,70.0,1,1,1,0,36,2000000000.0
1624,63.0,1,1,1,1,111,1380000000.0
1625,190.0,3,1,1,1,189,13000000000.0
1626,57.0,1,1,1,1,125,1200000000.0
1627,144.0,3,1,1,1,179,12000000000.0
1628,85.0,2,1,1,1,146,3450000000.0
1629,65.0,2,0,1,1,184,2000000000.0
1630,88.0,3,0,0,1,115,520000000.0
1631,74.0,2,1,1,1,34,4100000000.0
1632,76.0,2,0,0,0,115,365000000.0
1633,88.0,2,0,0,1,115,580000000.0
1634,49.0,1,1,1,1,122,2694000000.0
1635,287.0,5,1,1,0,177,57500000000.0
1636,95.0,2,1,1,0,122,3900000000.0
1637,65.0,1,1,1,1,6,1690000000.0
1638,86.0,2,1,1,1,105,5580000000.0
1639,86.0,2,1,1,1,77,5500000000.0
1640,90.0,2,1,1,1,62,690000000.0
1641,62.0,2,1,1,0,43,3300000000.0
1642,157.0,3,1,1,1,57,13600000000.0
1643,90.0,2,1,1,1,162,690000000.0
1644,190.0,3,1,1,1,57,15500000000.0
1645,90.0,2,1,1,1,127,1315000000.0
1646,150.0,3,1,1,1,57,11000000000.0
1647,70.0,2,1,1,1,152,735000000.0
1648,91.0,2,1,1,1,169,3000000000.0
1649,155.0,3,1,1,1,57,14700000000.0
1650,245.0,3,1,1,1,105,21560000000.0
1651,120.0,2,1,1,1,183,5000000000.0
1652,150.0,2,1,1,1,57,13000000000.0
1653,65.0,2,1,1,0,183,2250000000.0
1654,106.0,2,1,1,1,183,3900000000.0
1655,100.0,2,1,1,1,57,8400000000.0
1656,125.0,2,1,1,1,57,11000000000.0
1657,57.0,1,1,1,1,52,1890000000.0
1658,160.0,3,1,1,1,105,16800000000.0
1659,43.0,1,0,1,1,24,1200000000.0
1660,115.0,3,1,1,1,52,3500000000.0
1661,80.0,2,1,1,1,52,2900000000.0
1662,93.0,2,1,1,1,163,4600000000.0
1663,65.0,2,1,0,1,125,2050000000.0
1664,90.0,2,1,1,1,163,3000000000.0
1665,200.0,2,1,1,0,13,2000000000.0
1666,135.0,3,1,1,1,150,9000000000.0
1667,63.0,2,0,1,0,19,1340000000.0
1668,53.0,1,1,1,1,19,1500000000.0
1669,50.0,1,0,1,0,125,810000000.0
1670,72.0,2,1,1,0,125,1615000000.0
1671,148.0,3,1,1,1,135,12500000000.0
1672,80.0,2,1,1,1,19,2480000000.0
1673,60.0,2,1,1,1,13,950000000.0
1674,102.0,2,1,1,1,150,9898000000.0
1675,95.0,2,1,1,1,97,5500000000.0
1676,83.0,2,1,1,1,128,1700000000.0
1677,95.0,2,1,1,1,57,8300000000.0
1678,83.0,2,1,1,1,141,2300000000.0
1679,60.0,1,1,1,1,107,875000000.0
1680,65.0,2,1,1,1,74,1400000000.0
1681,90.0,2,1,1,1,57,8200000000.0
1682,200.0,3,1,1,1,68,14000000000.0
1683,53.0,1,1,1,1,74,1420000000.0
1684,43.0,1,1,1,1,24,1250000000.0
1685,97.0,2,1,1,1,163,3880000000.0
1686,42.0,1,1,0,1,74,960000000.0
1687,120.0,2,1,1,1,0,3880000000.0
1688,97.0,2,1,1,1,142,3580000000.0
1689,97.0,2,1,1,1,163,3500000000.0
1690,90.0,2,1,1,1,163,3280000000.0
1691,97.0,2,1,1,1,26,3600000000.0
1692,90.0,2,1,1,1,163,3680000000.0
1693,198.0,3,1,1,1,57,13500000000.0
1694,929.0,5,1,1,0,188,80000000000.0
